Komoditas,TGl,Harga
Cabe Merah Keriting,08/08/21,
Cabe Merah Keriting,09/08/21,30341
Cabe Merah Keriting,10/08/21,30093
Cabe Merah Keriting,11/08/21,
Cabe Merah Keriting,12/08/21,29125
Cabe Merah Keriting,13/08/21,28957
Cabe Merah Keriting,14/08/21,
Cabe Merah Keriting,15/08/21,
Cabe Merah Keriting,16/08/21,28178
Cabe Merah Keriting,17/08/21,
Cabe Merah Keriting,18/08/21,28090
Cabe Merah Keriting,19/08/21,27821
Cabe Merah Keriting,20/08/21,27704
Cabe Merah Keriting,21/08/21,
Cabe Merah Keriting,22/08/21,
Cabe Merah Keriting,23/08/21,26590
Cabe Merah Keriting,24/08/21,26361
Cabe Merah Keriting,25/08/21,26698
Cabe Merah Keriting,26/08/21,26541
Cabe Merah Keriting,27/08/21,25955
Cabe Merah Keriting,28/08/21,
Cabe Merah Keriting,29/08/21,
Cabe Merah Keriting,30/08/21,25970
Cabe Merah Keriting,31/08/21,26060
Cabe Merah Keriting,01/09/21,26128
Cabe Merah Keriting,02/09/21,26390
Cabe Merah Keriting,03/09/21,26103
Cabe Merah Keriting,04/09/21,
Cabe Merah Keriting,05/09/21,
Cabe Merah Keriting,06/09/21,26097
Cabe Merah Keriting,07/09/21,25855
Cabe Merah Keriting,08/09/21,26055
Cabe Merah Keriting,09/09/21,26597
Cabe Merah Keriting,10/09/21,26562
Cabe Merah Keriting,11/09/21,
Cabe Merah Keriting,12/09/21,
Cabe Merah Keriting,13/09/21,26596
Cabe Merah Keriting,14/09/21,26256
Cabe Merah Keriting,15/09/21,26169
Cabe Merah Keriting,16/09/21,26193
Cabe Merah Keriting,17/09/21,26203
Cabe Merah Keriting,18/09/21,30000
Cabe Merah Keriting,19/09/21,
Cabe Merah Keriting,20/09/21,26920
Cabe Merah Keriting,21/09/21,26914
Cabe Merah Keriting,22/09/21,27176
Cabe Merah Keriting,23/09/21,27501
Cabe Merah Keriting,24/09/21,27746
Cabe Merah Keriting,25/09/21,
Cabe Merah Keriting,26/09/21,
Cabe Merah Keriting,27/09/21,28107
Cabe Merah Keriting,28/09/21,28309
Cabe Merah Keriting,29/09/21,28777
Cabe Merah Keriting,30/09/21,29543
Cabe Merah Keriting,01/10/21,29792
Cabe Merah Keriting,02/10/21,
Cabe Merah Keriting,03/10/21,
Cabe Merah Keriting,04/10/21,31451
Cabe Merah Keriting,05/10/21,32047
Cabe Merah Keriting,06/10/21,32829
Cabe Merah Keriting,07/10/21,32743
Cabe Merah Keriting,08/10/21,32655
Cabe Merah Keriting,09/10/21,
Cabe Merah Keriting,10/10/21,
Cabe Merah Keriting,11/10/21,32345
Cabe Merah Keriting,12/10/21,31391
Cabe Merah Keriting,13/10/21,31634
Cabe Merah Keriting,14/10/21,31458
Cabe Merah Keriting,15/10/21,31680
Cabe Merah Keriting,16/10/21,
Cabe Merah Keriting,17/10/21,
Cabe Merah Keriting,18/10/21,32267
Cabe Merah Keriting,19/10/21,32161
Cabe Merah Keriting,20/10/21,
Cabe Merah Keriting,21/10/21,32362
Cabe Merah Keriting,22/10/21,32789
Cabe Merah Keriting,23/10/21,
Cabe Merah Keriting,24/10/21,
Cabe Merah Keriting,25/10/21,32724
Cabe Merah Keriting,26/10/21,33003
Cabe Merah Keriting,27/10/21,33333
Cabe Merah Keriting,28/10/21,33371
Cabe Merah Keriting,29/10/21,33911
Cabe Merah Keriting,30/10/21,
Cabe Merah Keriting,31/10/21,
Cabe Merah Keriting,01/11/21,34282
Cabe Merah Keriting,02/11/21,34039
Cabe Merah Keriting,03/11/21,34583
Cabe Merah Keriting,04/11/21,35619
Cabe Merah Keriting,05/11/21,36342
Cabe Merah Keriting,06/11/21,
Cabe Merah Keriting,07/11/21,
Cabe Merah Keriting,08/11/21,38664
Cabe Merah Keriting,09/11/21,39198
Cabe Merah Keriting,10/11/21,39121
Cabe Merah Keriting,11/11/21,39603
Cabe Merah Keriting,12/11/21,40050
Cabe Merah Keriting,13/11/21,
Cabe Merah Keriting,14/11/21,
Cabe Merah Keriting,15/11/21,40188
Cabe Merah Keriting,16/11/21,39996
Cabe Merah Keriting,17/11/21,40452
Cabe Merah Keriting,18/11/21,40076
Cabe Merah Keriting,19/11/21,40370
Cabe Merah Keriting,20/11/21,
Cabe Merah Keriting,21/11/21,
Cabe Merah Keriting,22/11/21,40058
Cabe Merah Keriting,23/11/21,40085
Cabe Merah Keriting,24/11/21,40708
Cabe Merah Keriting,25/11/21,40424
Cabe Merah Keriting,26/11/21,40369
Cabe Merah Keriting,27/11/21,
Cabe Merah Keriting,28/11/21,
Cabe Merah Keriting,29/11/21,40858
Cabe Merah Keriting,30/11/21,40976
Cabe Merah Keriting,01/12/21,41526
Cabe Merah Keriting,02/12/21,41649
Cabe Merah Keriting,03/12/21,42006
Cabe Merah Keriting,04/12/21,
Cabe Merah Keriting,05/12/21,
Cabe Merah Keriting,06/12/21,45303
Cabe Merah Keriting,07/12/21,45910
Cabe Merah Keriting,08/12/21,46478
Cabe Merah Keriting,09/12/21,47590
Cabe Merah Keriting,10/12/21,48449
Cabe Merah Keriting,11/12/21,
